,LongDest,LatDest,LongOrig,LatOrig
59538,-38.5330966,-3.7771555,-58.534828399999995,-34.8150044
59543,-58.534828399999995,-34.8150044,-38.5330966,-3.7771555
59835,-46.478126,-23.434552899999996,-68.36839659999998,18.5622845
59848,-68.36839659999998,18.5622845,-46.478126,-23.434552899999996
59961,-68.36839659999998,18.5622845,-43.965396000000005,-19.634099
59965,-43.965396000000005,-19.634099,-68.36839659999998,18.5622845
60005,-3.5679515,40.4839361,-43.2494233,-22.8134098
60036,-43.2494233,-22.8134098,-3.5679515,40.4839361
60164,-60.046324899999995,-3.0358473999999998,-68.960945,12.188463
60177,-68.960945,12.188463,-60.046324899999995,-3.0358473999999998
60190,9.276308,45.452176,-35.3673819,-5.768370200000001
60192,-38.5330966,-3.7771555,9.276308,45.452176
60210,-70.7972354,-33.391189399999995,-47.1375685,-23.008205
60219,-77.10744140000001,-12.0436644,-47.1375685,-23.008205
60223,-43.2494233,-22.8134098,4.768274400000001,52.3105386
60246,4.768274400000001,52.3105386,-43.2494233,-22.8134098
60269,-46.478126,-23.434552899999996,4.768274400000001,52.3105386
60300,4.768274400000001,52.3105386,-46.478126,-23.434552899999996
60333,9.276308,45.452176,-46.478126,-23.434552899999996
60396,-46.478126,-23.434552899999996,9.276308,45.452176
60648,-43.2494233,-22.8134098,-70.7972354,-33.391189399999995
60679,-70.7972354,-33.391189399999995,-43.2494233,-22.8134098
60746,-46.478126,-23.434552899999996,-54.843592,-25.4555
60760,-54.843592,-25.4555,-46.478126,-23.434552899999996
60917,-77.10744140000001,-12.0436644,-54.4909265,-25.5938142
60939,-54.4909265,-25.5938142,-77.10744140000001,-12.0436644
60961,-77.10744140000001,-12.0436644,-46.478126,-23.434552899999996
60963,-46.478126,-23.434552899999996,-77.10744140000001,-12.0436644
61027,-60.046324899999995,-3.0358473999999998,-70.0119926,12.5015939
61036,-70.0119926,12.5015939,-60.046324899999995,-3.0358473999999998
61740,-47.9172348,-15.869736900000001,-39.272229100000004,-7.215097200000001
61771,-39.272229100000004,-7.215097200000001,-47.9172348,-15.869736900000001
62474,-52.3296274,-28.2428363,-46.478126,-23.434552899999996
62505,-46.478126,-23.434552899999996,-52.3296274,-28.2428363
63156,-37.07624620000001,-10.9822278,-47.9172348,-15.869736900000001
63185,-47.9172348,-15.869736900000001,-37.07624620000001,-10.9822278
65104,-40.5660751,-9.3665077,-38.3312411,-12.9110977
65164,-38.3312411,-12.9110977,-40.5660751,-9.3665077
65619,-39.0317095,-14.8140511,-47.9172348,-15.869736900000001
65680,-47.9172348,-15.869736900000001,-39.0317095,-14.8140511
66323,-38.5330966,-3.7771555,-39.272229100000004,-7.215097200000001
66382,-39.272229100000004,-7.215097200000001,-38.5330966,-3.7771555
66915,-74.14449690000001,4.7014128,-38.5330966,-3.7771555
66920,-38.5330966,-3.7771555,-74.14449690000001,4.7014128
66940,-56.0068645,-4.2457249,-56.7696703,-2.669512
66945,-52.2490864,-3.2535656000000004,-54.786243299999995,-2.4248295
67095,-54.786243299999995,-2.4248295,-52.2490864,-3.2535656000000004
67096,-56.7696703,-2.669512,-56.0068645,-4.2457249
67249,-66.899163,-4.8755008,-60.046324899999995,-3.0358473999999998
67258,-60.046324899999995,-3.0358473999999998,-66.899163,-4.8755008
67267,-62.9175264,-0.9756045,-66.99130550000001,-0.1510764
67268,-66.99130550000001,-0.1510764,-60.046324899999995,-3.0358473999999998
67269,-60.046324899999995,-3.0358473999999998,-62.9175264,-0.9756045
67279,-60.046324899999995,-3.0358473999999998,-66.99130550000001,-0.1510764
67281,-62.9175264,-0.9756045,-60.046324899999995,-3.0358473999999998
67282,-66.99130550000001,-0.1510764,-62.9175264,-0.9756045
67297,-69.88315190000002,-6.6368523,-64.7250955,-3.3804019999999997
67302,-64.7250955,-3.3804019999999997,-69.88315190000002,-6.6368523
67310,-65.3491463,-4.88428,-60.046324899999995,-3.0358473999999998
67314,-60.046324899999995,-3.0358473999999998,-65.3491463,-4.88428
67318,-63.0705311,-7.5397607,-60.046324899999995,-3.0358473999999998
67319,-61.2840064,-5.8097377,-63.0705311,-7.5397607
67322,-60.046324899999995,-3.0358473999999998,-61.2840064,-5.8097377
67330,-60.046324899999995,-3.0358473999999998,-63.0705311,-7.5397607
67333,-61.2840064,-5.8097377,-60.046324899999995,-3.0358473999999998
67335,-63.0705311,-7.5397607,-61.2840064,-5.8097377
67342,-63.89832,-8.7141702,-64.7695129,-7.2780848
67343,-64.7695129,-7.2780848,-60.046324899999995,-3.0358473999999998
67386,-47.7751674,-21.134750699999998,-47.9172348,-15.869736900000001
67417,-47.9172348,-15.869736900000001,-47.7751674,-21.134750699999998
67448,-47.9172348,-15.869736900000001,-55.5814853,-11.8786454
67479,-55.5814853,-11.8786454,-47.9172348,-15.869736900000001
67510,-45.010200299999994,-12.078983000000001,-38.3312411,-12.9110977
67511,-47.9172348,-15.869736900000001,-45.010200299999994,-12.078983000000001
67562,-38.3312411,-12.9110977,-45.010200299999994,-12.078983000000001
67616,-46.478126,-23.434552899999996,-40.863057299999994,-14.8662434
67681,-40.863057299999994,-14.8662434,-46.478126,-23.434552899999996
67738,-40.863057299999994,-14.8662434,-47.9172348,-15.869736900000001
67769,-47.9172348,-15.869736900000001,-40.863057299999994,-14.8662434
68246,-43.2494233,-22.8134098,-47.7751674,-21.134750699999998
68250,-47.7751674,-21.134750699999998,-43.2494233,-22.8134098
68252,-48.2308653,-18.888969,-47.7751674,-21.134750699999998
68335,-47.7751674,-21.134750699999998,-49.4066209,-20.8159034
68387,-49.2221166,-16.632488000000002,-48.2308653,-18.888969
68507,-48.2308653,-18.888969,-49.2221166,-16.632488000000002
68508,-47.7751674,-21.134750699999998,-48.2308653,-18.888969
68629,-49.4066209,-20.8159034,-47.7751674,-21.134750699999998
68773,-51.680240399999995,-20.754857,-47.7751674,-21.134750699999998
68835,-47.7751674,-21.134750699999998,-51.680240399999995,-20.754857
69093,-47.7751674,-21.134750699999998,-43.9548899,-19.8498475
69119,-43.9548899,-19.8498475,-47.7751674,-21.134750699999998
69211,-39.0821431,-16.4395303,-43.9548899,-19.8498475
69222,-43.9548899,-19.8498475,-39.0821431,-16.4395303
69237,-48.2308653,-18.888969,-47.9172348,-15.869736900000001
69247,-47.9172348,-15.869736900000001,-48.2308653,-18.888969
69309,-48.2405331,-7.228391499999999,-47.9172348,-15.869736900000001
69340,-47.9172348,-15.869736900000001,-48.2405331,-7.228391499999999
69371,-48.2405331,-7.228391499999999,-48.3575251,-10.294325599999999
69373,-49.2221166,-16.632488000000002,-47.7751674,-21.134750699999998
69449,-47.7751674,-21.134750699999998,-49.2221166,-16.632488000000002
69454,-48.3575251,-10.294325599999999,-48.2405331,-7.228391499999999
69775,-54.721858,-16.5885425,-47.9172348,-15.869736900000001
69806,-47.9172348,-15.869736900000001,-54.721858,-16.5885425
69899,-47.9623702,-19.766046399999997,-47.9172348,-15.869736900000001
69930,-47.9172348,-15.869736900000001,-47.9623702,-19.766046399999997
69961,-54.721858,-16.5885425,-47.7751674,-21.134750699999998
69987,-47.7751674,-21.134750699999998,-54.721858,-16.5885425
70013,-49.4066209,-20.8159034,-46.478126,-23.434552899999996
70044,-46.478126,-23.434552899999996,-49.4066209,-20.8159034
70075,-53.501918,-25.001815,-46.478126,-23.434552899999996
70076,-54.924882499999995,-22.1971221,-46.478126,-23.434552899999996
70101,-46.478126,-23.434552899999996,-54.924882499999995,-22.1971221
70108,-46.478126,-23.434552899999996,-53.501918,-25.001815
70129,-54.924882499999995,-22.1971221,-53.501918,-25.001815
70136,-53.501918,-25.001815,-54.924882499999995,-22.1971221
70336,-47.9623702,-19.766046399999997,-46.478126,-23.434552899999996
70393,-46.478126,-23.434552899999996,-47.9623702,-19.766046399999997
70460,-46.478126,-23.434552899999996,51.6137665,25.2605946
70522,51.6137665,25.2605946,-46.478126,-23.434552899999996
70584,-7.584848399999999,33.374393,-46.478126,-23.434552899999996
70588,-46.478126,-23.434552899999996,-7.584848399999999,33.374393
70610,-46.478126,-23.434552899999996,28.241145899999996,-26.1366728
70641,28.241145899999996,-26.1366728,-46.478126,-23.434552899999996
70699,2.0832941000000003,41.297445,-46.478126,-23.434552899999996
70712,-46.478126,-23.434552899999996,2.0832941000000003,41.297445
70762,-46.478126,-23.434552899999996,8.5554755,47.4582165
70793,8.5554755,47.4582165,-46.478126,-23.434552899999996
70886,-46.478126,-23.434552899999996,-78.3585584,-0.1225875
70899,-78.3585584,-0.1225875,-46.478126,-23.434552899999996
70998,-49.4066209,-20.8159034,-46.6565842,-23.6273246
71024,-46.6565842,-23.6273246,-49.4066209,-20.8159034
72535,-54.786243299999995,-2.4248295,-47.9172348,-15.869736900000001
72556,-47.9172348,-15.869736900000001,-54.786243299999995,-2.4248295
73624,-45.8620445,-23.2256787,-51.175381099999996,-29.9934732
73650,-51.175381099999996,-29.9934732,-45.8620445,-23.2256787
74622,-39.0821431,-16.4395303,-47.9172348,-15.869736900000001
74860,-47.9172348,-15.869736900000001,-39.0821431,-16.4395303
79109,-49.0721697,-22.165992199999998,-47.9172348,-15.869736900000001
79131,-47.9172348,-15.869736900000001,-49.0721697,-22.165992199999998
81837,-48.649086700000005,-26.8805344,-47.9172348,-15.869736900000001
81863,-47.9172348,-15.869736900000001,-48.649086700000005,-26.8805344
82275,-45.8620445,-23.2256787,-47.9172348,-15.869736900000001
82301,-47.9172348,-15.869736900000001,-45.8620445,-23.2256787
82548,-46.478126,-23.434552899999996,-42.8211703,-5.0635434
83000,-54.4909265,-25.5938142,-47.9172348,-15.869736900000001
83013,-47.9172348,-15.869736900000001,-54.4909265,-25.5938142
84211,-39.0821431,-16.4395303,-49.2221166,-16.632488000000002
84215,-49.2221166,-16.632488000000002,-39.0821431,-16.4395303
84654,-49.0663451,-28.6767653,-46.6565842,-23.6273246
84675,-46.6565842,-23.6273246,-49.0663451,-28.6767653
86167,-60.69259029999999,2.8419237999999996,-47.9172348,-15.869736900000001
86193,-47.9172348,-15.869736900000001,-60.69259029999999,2.8419237999999996
86310,-34.924015399999995,-8.1259315,-39.272229100000004,-7.215097200000001
86363,-39.272229100000004,-7.215097200000001,-34.924015399999995,-8.1259315
88448,-80.28704570000001,25.795865,-48.4775227,-1.3820615
88457,-48.4775227,-1.3820615,-80.28704570000001,25.795865
88686,-68.36839659999998,18.5622845,-47.9172348,-15.869736900000001
88705,-47.9172348,-15.869736900000001,-68.36839659999998,18.5622845
88955,-58.534828399999995,-34.8150044,-34.924015399999995,-8.1259315
88960,-34.924015399999995,-8.1259315,-58.534828399999995,-34.8150044
89097,-80.28704570000001,25.795865,-38.5330966,-3.7771555
89102,-38.5330966,-3.7771555,-80.28704570000001,25.795865
89174,-54.9183127,-34.914744,-46.478126,-23.434552899999996
89183,-46.478126,-23.434552899999996,-54.9183127,-34.914744
89278,-86.873564,21.040340899999997,-46.478126,-23.434552899999996
89292,-46.478126,-23.434552899999996,-86.873564,21.040340899999997
89306,-9.135366699999999,38.7755936,-35.3673819,-5.768370200000001
89314,-35.3673819,-5.768370200000001,-9.135366699999999,38.7755936
89341,-34.924015399999995,-8.1259315,-9.135366699999999,38.7755936
89372,-9.135366699999999,38.7755936,-34.924015399999995,-8.1259315
89404,-38.3312411,-12.9110977,-9.135366699999999,38.7755936
89435,-9.135366699999999,38.7755936,-38.3312411,-12.9110977
89466,-9.135366699999999,38.7755936,-38.5330966,-3.7771555
89497,-38.5330966,-3.7771555,-9.135366699999999,38.7755936
89529,-60.046324899999995,-3.0358473999999998,-9.135366699999999,38.7755936
89531,-9.135366699999999,38.7755936,-48.4775227,-1.3820615
89567,-47.9172348,-15.869736900000001,-9.135366699999999,38.7755936
89584,-9.135366699999999,38.7755936,-47.9172348,-15.869736900000001
89620,-8.678551400000002,41.2421186,-43.2494233,-22.8134098
89629,-43.2494233,-22.8134098,-8.678551400000002,41.2421186
89638,-9.135366699999999,38.7755936,-43.2494233,-22.8134098
89660,-43.2494233,-22.8134098,-9.135366699999999,38.7755936
89726,-8.678551400000002,41.2421186,-46.478126,-23.434552899999996
89735,-46.478126,-23.434552899999996,-8.678551400000002,41.2421186
89744,-9.135366699999999,38.7755936,-46.478126,-23.434552899999996
89775,-46.478126,-23.434552899999996,-9.135366699999999,38.7755936
89842,-9.135366699999999,38.7755936,-47.1375685,-23.008205
89851,-47.1375685,-23.008205,-9.135366699999999,38.7755936
89860,-43.965396000000005,-19.634099,-9.135366699999999,38.7755936
89882,-9.135366699999999,38.7755936,-43.965396000000005,-19.634099
89904,-51.175381099999996,-29.9934732,-9.135366699999999,38.7755936
89917,-9.135366699999999,38.7755936,-51.175381099999996,-29.9934732
89930,-38.5330966,-3.7771555,-23.4865265,14.9453055
89934,-23.4865265,14.9453055,-38.5330966,-3.7771555
89938,-34.924015399999995,-8.1259315,-22.943613,16.734695000000002
89939,-22.943613,16.734695000000002,-38.5330966,-3.7771555
89953,-38.5330966,-3.7771555,-22.943613,16.734695000000002
89957,-35.3673819,-5.768370200000001,-22.943613,16.734695000000002
89958,-22.943613,16.734695000000002,-34.924015399999995,-8.1259315
89964,-46.478126,-23.434552899999996,28.810442499999997,40.9829888
90025,28.810442499999997,40.9829888,-46.478126,-23.434552899999996
90149,-77.10744140000001,-12.0436644,-51.175381099999996,-29.9934732
90180,-51.175381099999996,-29.9934732,-77.10744140000001,-12.0436644
90211,-77.10744140000001,-12.0436644,-43.2494233,-22.8134098
90242,-43.2494233,-22.8134098,-77.10744140000001,-12.0436644
90278,-49.1724811,-25.5327132,-48.5459657,-27.670118
90308,-43.2494233,-22.8134098,55.3656728,25.2531745
90369,55.3656728,25.2531745,-43.2494233,-22.8134098
90431,-46.478126,-23.434552899999996,55.3656728,25.2531745
90462,55.3656728,25.2531745,-46.478126,-23.434552899999996
90493,-46.478126,-23.434552899999996,-74.17446240000001,40.6895314
90501,-74.17446240000001,40.6895314,-46.478126,-23.434552899999996
90555,-87.9073214,41.9741625,-46.478126,-23.434552899999996
90586,-46.478126,-23.434552899999996,-87.9073214,41.9741625
90617,-77.45653879999999,38.953116200000004,-46.478126,-23.434552899999996
90648,-46.478126,-23.434552899999996,-77.45653879999999,38.953116200000004
90698,-51.175381099999996,-29.9934732,-80.28704570000001,25.795865
99634,-34.950613700000005,-7.147060000000001,-34.924015399999995,-8.1259315
99649,-34.924015399999995,-8.1259315,-34.950613700000005,-7.147060000000001
110280,-35.792882899999995,-9.5116056,-47.7751674,-21.134750699999998
110282,-47.7751674,-21.134750699999998,-35.792882899999995,-9.5116056
119846,-52.6606432,-27.134138500000002,-46.6565842,-23.6273246
120316,-46.6565842,-23.6273246,-52.6606432,-27.134138500000002
121326,-46.6565842,-23.6273246,-43.1709909,-21.514326800000003
121568,-43.1709909,-21.514326800000003,-46.6565842,-23.6273246
143903,-39.0821431,-16.4395303,-51.175381099999996,-29.9934732
143905,-51.175381099999996,-29.9934732,-39.0821431,-16.4395303
143955,-39.0821431,-16.4395303,-43.2494233,-22.8134098
143957,-43.2494233,-22.8134098,-39.0821431,-16.4395303
151368,-38.5330966,-3.7771555,-46.6565842,-23.6273246
151371,-46.6565842,-23.6273246,-38.5330966,-3.7771555
176048,-47.9172348,-15.869736900000001,-58.536758999999996,-34.816662
176065,-58.536758999999996,-34.816662,-47.9172348,-15.869736900000001
180656,-34.924015399999995,-8.1259315,-48.4775227,-1.3820615
180872,-48.4775227,-1.3820615,-34.924015399999995,-8.1259315
181030,-54.4909265,-25.5938142,-43.965396000000005,-19.634099
181032,-43.965396000000005,-19.634099,-54.4909265,-25.5938142
182508,-43.965396000000005,-19.634099,-46.965260799999996,-19.5603461
182941,-56.390135,-1.4855014,-51.067109499999994,0.05000809999999999
182958,-51.067109499999994,0.05000809999999999,-56.390135,-1.4855014
183094,-56.0068645,-4.2457249,-52.2490864,-3.2535656000000004
183124,-52.2490864,-3.2535656000000004,-56.0068645,-4.2457249
196704,-45.4738081,-21.586537399999997,-43.965396000000005,-19.634099
196717,-43.965396000000005,-19.634099,-45.4738081,-21.586537399999997
199352,-35.8940206,-7.2688784,-34.924015399999995,-8.1259315
199355,-34.924015399999995,-8.1259315,-35.8940206,-7.2688784
201111,-43.9548899,-19.8498475,-43.2494233,-22.8134098
201115,-43.2494233,-22.8134098,-43.9548899,-19.8498475
201119,-42.4876846,-19.4744301,-43.9548899,-19.8498475
201123,-43.9548899,-19.8498475,-42.4876846,-19.4744301
201127,-47.9623702,-19.766046399999997,-43.9548899,-19.8498475
201129,-43.9548899,-19.8498475,-47.9623702,-19.766046399999997
223285,-35.8940206,-7.2688784,-46.478126,-23.434552899999996
223288,-46.478126,-23.434552899999996,-40.5660751,-9.3665077
223290,-40.5660751,-9.3665077,-35.8940206,-7.2688784
236600,-56.0068645,-4.2457249,-60.046324899999995,-3.0358473999999998
236805,-60.046324899999995,-3.0358473999999998,-56.0068645,-4.2457249
236962,-47.4560696,-5.5316945,-52.2490864,-3.2535656000000004
236964,-42.8211703,-5.0635434,-47.4560696,-5.5316945
236966,-54.786243299999995,-2.4248295,-56.7696703,-2.669512
236978,-56.7696703,-2.669512,-54.786243299999995,-2.4248295
236980,-47.4560696,-5.5316945,-42.8211703,-5.0635434
236984,-52.2490864,-3.2535656000000004,-47.4560696,-5.5316945
257631,-48.4775227,-1.3820615,-9.135366699999999,38.7755936
261179,6.503876,-58.253037,-60.69259029999999,2.8419237999999996
266696,8.5554755,47.4582165,-43.2494233,-22.8134098
269354,-60.69259029999999,2.8419237999999996,6.503876,-58.253037
275506,-39.0821431,-16.4395303,-49.4066209,-20.8159034
280171,-51.680240399999995,-20.754857,-46.478126,-23.434552899999996
284585,-46.478126,-23.434552899999996,-51.680240399999995,-20.754857
287466,-49.4066209,-20.8159034,-39.0821431,-16.4395303
289542,-39.0821431,-16.4395303,-34.924015399999995,-8.1259315
289693,-34.924015399999995,-8.1259315,-39.0821431,-16.4395303
292180,-34.924015399999995,-8.1259315,-39.0317095,-14.8140511
295652,-64.7695129,-7.2780848,-63.89832,-8.7141702
322281,-39.0317095,-14.8140511,-34.924015399999995,-8.1259315
322433,-43.2494233,-22.8134098,8.5554755,47.4582165
342312,-46.6565842,-23.6273246,-51.4176625,-22.1783402
345534,-46.478126,-23.434552899999996,-43.8200869,-16.704617199999998
353026,-51.4176625,-22.1783402,-46.6565842,-23.6273246
355592,-38.3312411,-12.9110977,-40.2835346,-20.257648899999996
355663,-46.6565842,-23.6273246,-48.3575251,-10.294325599999999
356724,-46.6565842,-23.6273246,-37.07624620000001,-10.9822278
357285,-54.4909265,-25.5938142,-43.1648755,-22.911143799999998
363632,-48.4775227,-1.3820615,-46.6565842,-23.6273246
363703,-43.2494233,-22.8134098,-7.584848399999999,33.374393
363816,-48.3575251,-10.294325599999999,-46.6565842,-23.6273246
366393,-7.584848399999999,33.374393,-43.2494233,-22.8134098
368375,-46.6565842,-23.6273246,-35.792882899999995,-9.5116056
368618,-43.8200869,-16.704617199999998,-46.478126,-23.434552899999996
370214,-43.2494233,-22.8134098,-42.8211703,-5.0635434
370581,-46.6565842,-23.6273246,-48.4775227,-1.3820615
371291,-46.6565842,-23.6273246,-34.950613700000005,-7.147060000000001
371785,-46.6565842,-23.6273246,-35.3673819,-5.768370200000001
372169,-43.1648755,-22.911143799999998,-54.4909265,-25.5938142
372688,-35.792882899999995,-9.5116056,-46.6565842,-23.6273246
372713,-42.8211703,-5.0635434,-43.2494233,-22.8134098
373006,-35.3673819,-5.768370200000001,-46.6565842,-23.6273246
373079,-34.950613700000005,-7.147060000000001,-46.6565842,-23.6273246
373906,-37.07624620000001,-10.9822278,-46.6565842,-23.6273246
381368,-52.6606432,-27.134138500000002,-46.478126,-23.434552899999996
389588,-46.478126,-23.434552899999996,-52.6606432,-27.134138500000002
417890,-56.03024179999999,-34.8371859,-34.924015399999995,-8.1259315
427595,-34.924015399999995,-8.1259315,-56.03024179999999,-34.8371859
434950,-41.7297975,-2.895248,-34.924015399999995,-8.1259315
437388,-50.2792827,-27.781831800000003,-47.1375685,-23.008205
439534,-47.1375685,-23.008205,-50.2792827,-27.781831800000003
442770,-60.046324899999995,-3.0358473999999998,-64.7695129,-7.2780848
443913,-55.6753917,-12.479855699999998,-56.117268700000004,-15.653078599999999
447520,-34.924015399999995,-8.1259315,-41.7297975,-2.895248
448597,-34.950613700000005,-7.147060000000001,-43.965396000000005,-19.634099
459183,-56.390135,-1.4855014,-56.7696703,-2.669512
459629,-56.117268700000004,-15.653078599999999,-55.6753917,-12.479855699999998
473749,-56.7696703,-2.669512,-56.390135,-1.4855014
475883,-43.965396000000005,-19.634099,-34.950613700000005,-7.147060000000001
496394,-48.614822,-17.725328,-43.965396000000005,-19.634099
496399,-43.965396000000005,-19.634099,-48.614822,-17.725328
505007,-35.792882899999995,-9.5116056,-51.175381099999996,-29.9934732
505012,-51.175381099999996,-29.9934732,-35.792882899999995,-9.5116056
507194,-34.924015399999995,-8.1259315,-48.2308653,-18.888969
507212,-48.2308653,-18.888969,-34.924015399999995,-8.1259315
514087,-46.478126,-23.434552899999996,1.2530653999999999,6.1705463
514100,1.2530653999999999,6.1705463,-46.478126,-23.434552899999996
541781,-74.14449690000001,4.7014128,-60.046324899999995,-3.0358473999999998
563040,-48.5459657,-27.670118,-49.1724811,-25.5327132
574020,-47.1375685,-23.008205,-39.272229100000004,-7.215097200000001
574168,-69.939394,-4.2503801,-64.7250955,-3.3804019999999997
581074,-64.7250955,-3.3804019999999997,-69.939394,-4.2503801
582248,-52.3638975,4.8222247000000005,-38.5330966,-3.7771555
588429,-38.5330966,-3.7771555,-52.3638975,4.8222247000000005
599553,-40.5660751,-9.3665077,-47.1375685,-23.008205
604738,-52.3296274,-28.2428363,-51.175381099999996,-29.9934732
610966,-51.175381099999996,-29.9934732,-52.3296274,-28.2428363
637486,-43.965396000000005,-19.634099,-63.89832,-8.7141702
641634,-48.2308653,-18.888969,-43.9548899,-19.8498475
646244,-63.89832,-8.7141702,-43.965396000000005,-19.634099
646362,-39.0821431,-16.4395303,-64.2123198,-31.315436699999996
664910,-44.2348802,-2.5849927000000004,-46.6565842,-23.6273246
666691,-46.6565842,-23.6273246,-44.2348802,-2.5849927000000004
674849,-64.2123198,-31.315436699999996,-39.0821431,-16.4395303
675610,-43.9548899,-19.8498475,-48.2308653,-18.888969
712789,-23.4865265,14.9453055,-34.924015399999995,-8.1259315
732010,-51.175381099999996,-29.9934732,-56.117268700000004,-15.653078599999999
761994,-56.117268700000004,-15.653078599999999,-51.175381099999996,-29.9934732
781795,-40.5660751,-9.3665077,-46.478126,-23.434552899999996
784787,-38.3312411,-12.9110977,-64.2123198,-31.315436699999996
784791,-64.2123198,-31.315436699999996,-38.3312411,-12.9110977
786418,-46.965260799999996,-19.5603461,-47.9623702,-19.766046399999997
787482,-49.1724811,-25.5327132,-49.2221166,-16.632488000000002
791168,-49.2221166,-16.632488000000002,-49.1724811,-25.5327132
791593,-47.9623702,-19.766046399999997,-46.965260799999996,-19.5603461
797088,-52.390556,-15.858693400000002,-56.117268700000004,-15.653078599999999
797107,-56.117268700000004,-15.653078599999999,-52.390556,-15.858693400000002
804316,-49.0663451,-28.6767653,-47.1375685,-23.008205
804331,-47.1375685,-23.008205,-49.0663451,-28.6767653
829588,-34.924015399999995,-8.1259315,9.276308,45.452176
829592,9.276308,45.452176,-38.5330966,-3.7771555
836299,-66.899163,-4.8755008,-65.3491463,-4.88428
836309,-65.3491463,-4.88428,-66.899163,-4.8755008
836393,-56.390135,-1.4855014,-60.046324899999995,-3.0358473999999998
836454,-60.046324899999995,-3.0358473999999998,-56.390135,-1.4855014
866322,-48.5459657,-27.670118,-52.3296274,-28.2428363
866546,-52.3296274,-28.2428363,-48.5459657,-27.670118
874199,-37.07624620000001,-10.9822278,-43.965396000000005,-19.634099
874204,-43.965396000000005,-19.634099,-37.07624620000001,-10.9822278
878845,-48.5459657,-27.670118,-54.4909265,-25.5938142
878860,-54.4909265,-25.5938142,-48.5459657,-27.670118
880494,-49.2221166,-16.632488000000002,-54.6741233,-20.4686937
881458,-54.6741233,-20.4686937,-49.2221166,-16.632488000000002
882349,-81.308083,28.4311577,-34.924015399999995,-8.1259315
882356,-34.924015399999995,-8.1259315,-81.308083,28.4311577
898083,-60.046324899999995,-3.0358473999999998,-67.894367,-9.870171000000001
898091,-67.894367,-9.870171000000001,-60.046324899999995,-3.0358473999999998
914311,-43.1648755,-22.911143799999998,-47.7751674,-21.134750699999998
914329,-47.7751674,-21.134750699999998,-43.1648755,-22.911143799999998
933928,-58.536758999999996,-34.816662,-38.3312411,-12.9110977
981340,-35.792882899999995,-9.5116056,-54.6741233,-20.4686937
981344,-54.6741233,-20.4686937,-35.792882899999995,-9.5116056
1020205,-49.2221166,-16.632488000000002,-51.175381099999996,-29.9934732
1020212,-51.175381099999996,-29.9934732,-49.2221166,-16.632488000000002
1027696,-56.4498277,-21.243192,-57.6608272,-19.016234
1027706,-57.6608272,-19.016234,-56.4498277,-21.243192
1035648,-58.534828399999995,-34.8150044,-43.965396000000005,-19.634099
1035676,-43.965396000000005,-19.634099,-58.534828399999995,-34.8150044
